fr	zh
Des efforts considérables sont actuellement déployés en Chine, avec notamment le confinement de Wuhan et des villes voisines, ainsi que la mise en quarantaine continue de la quasi-totalité de la population en vue d’interrompre la transmission du SARS-CoV-2.	中国目前正在作出巨大的努力，包括封锁武汉及周边城市，以及对几乎所有人口进行持续隔离，以期中断 SARS-CoV-2 的传播。
Bien que ces mesures aient eu un impact dramatique sur l’économie ainsi que sur d’autres secteurs du pays, le nombre de nouveaux cas décline, indiquant un ralentissement de l’épidémie.	尽管这些措施已经对中国的经济和其他方面造成严重损害，但新发病例的数量正在减少，表明疫情发展的速度正在放缓。
Les estimations les plus optimistes suggèrent que l’épidémie prendra fin en mars et que la phase de décroissance durera de 3 à 4 mois.	最乐观的估计是，此次爆发将在 3 月份结束，下降阶段将持续 3-4 个月。
Cependant, tous les experts ne partagent pas cet optimisme.	然而，其他一些专家并不那么乐观。
Paul Hunter, et al., estiment que la COVID-19, qui semble être nettement plus infectieuse que le SRAS, ne s’éteindra pas en 2020.	Paul Hunter 等人估计，COVID-19 比 SARS 明显更具传染性，不会在 2020 年结束。
Ira Longini, et al., ont établi un modèle afin de prévoir l’issue de l’épidémie et ont conclu que le SARS-CoV-2 pourrait infecter deux tiers de la population mondiale.	Ira Longini 等人建立了预测疫情后果的模型，认为 SARS-CoV-2 可能感染全球三分之二的人口。
Un groupe canadien a rapporté que le SARS-CoV-2 avait été détecté dans les prélèvements du cornet nasal moyen et de la gorge de patients rétablis, 2 semaines après leurs sortie de l’hôpital, indiquant que le virus nouvellement identifié pourrait devenir un épisode cyclique à l’instar de la grippe.	加拿大一个团队报告说，2 周前康复并出院的患者在中鼻甲和咽拭子中均检测到 SARS-CoV-2，表明这种新发现的病毒可能成为一种类似于流感的周期性流行病。
Cependant, des signes encourageants ont été observés en Chine avec la diminution progressive de nouveaux cas, suggérant que les stratégies mises en œuvre auraient fonctionné.	但是，随着新发病例数量的减少，中国已经出现了令人鼓舞的迹象，表明当前策略可能已经奏效。
Selon les prévisions initiales, le virus Ebola devait entraîner jusqu’à un million de cas et un demi-million de décès.	埃博拉病毒曾被预测会导致 100 万起病例并造成 50 万人死亡。
Cependant, grâce à une mise en quarantaine et à un isolement stricts, la maladie a été finalement placée sous contrôle.	但是，通过严格的隔离，该疾病最终得到控制。
Il est possible, comme pour le SARS-CoV, que le SARS-CoV-2 s’affaiblisse en termes d’infectiosité pour finalement s’éteindre ou qu’il évolue en un virus moins pathogène coexistant avec l’Homme.	与 SARS-CoV 相似，SARS-CoV-2 的传染性可能会变弱，最终消失或成为致病性较低的病毒与人体共存。
Une comparaison de l’épidémie de COVID-19 avec celle du SRAS et du MERS est fournie ci-après (Fig. ​(Fig.55).	下面提供了 COVID-19 疫情与 SARS 以及 MERS 的比较（图 (Fig.55）。
Le SARS-CoV-2 est hautement transmissible par la toux ou les éternuements, et également possiblement par contact direct avec des matériaux contaminés.	SARS-CoV-2 具有高度传染性，可以通过咳嗽或打喷嚏，甚至可能通过直接接触被病毒污染的物品传播。
Le virus a également été identifié dans des selles, dévoilant ainsi une nouvelle possibilité de transmission féco-orale.	在粪便中也发现了这种病毒，从而增加了粪口传播的可能性。
Une récente étude menée sur 138 patients a révélé que 41 % des cas étaient possiblement dus à des infections nosocomiales, avec 17 patients présentant des maladies antérieures et 40 professionnels de santé.	最近一项包括 138 名病例的研究报告，41% 的病例可能是由院内感染引起的，其中包括 17 名先前患有其他疾病的患者以及 40 名医护人员。
Il convient ainsi de prendre des mesures de précaution afin de protéger les individus, notamment les professionnels de santé, les travailleurs sociaux, les proches et collègues des malades, et même toute personne susceptible d’être en contact avec des patients ou des personnes infectées.	因此，应该采取更严密的预防措施来保护人群，尤其是医护人员、社会工作者、家庭成员、同事，甚至是与患者或感染者有过接触的旁观者。
La première ligne de défense possible pour réduire le risque d’infection réside dans le port de masques faciaux ; l’utilisation de masques chirurgicaux et de masques respirateurs N95 (1860) participe à contrôler la propagation des virus.	可以用来降低感染风险的第一道防线是佩戴口罩；使用外科口罩和 N95 防尘口罩（1860s 系列）均有助于控制病毒传播。
Les masques chirurgicaux empêchent la projection de gouttelettes potentiellement infectées ou leur dépôt sur des surfaces, où elles pourraient être transmises à d’autres personnes.	外科口罩可防止来自潜在感染者的液滴在空气中传播或粘附在可能会传给其他人的物品表面。
Cependant, seuls les masques N95 (1860) assurent une protection contre l’inhalation de virions de 10 à 80 nm, avec seulement 5 % des virions capables de pénétrer entièrement ; le SARS-CoV-2 est similaire au SARS-CoV en taille, puisque tous deux mesurent environ 85 nm.	但是，只有 N95（1860s 系列）口罩能够防止吸入小至 10 至 80 nm 的病毒体，仅有 5% 的病毒体能够完全穿透；SARS-CoV-2 的大小与 SARS-CoV 相似，均为约 85 nm。
Étant donné que les particules parviennent à traverser cinq masques chirurgicaux empilés les uns sur les autres, il est impératif que les professionnels de santé en contact direct avec des patients portent des masques N95 (1860s) et non des masques chirurgicaux.	由于病毒颗粒甚至可以穿透五个叠在一起的外科口罩，因此与患者直接接触的医护人员必须佩戴 N95（1860s 系列）口罩，而不是外科口罩。
Outre des masques, les professionnels de santé doivent porter des blouses d’isolation ajustées afin de réduire encore le contact avec les virus.	除口罩外，医护人员还应穿隔离服，以进一步减少与病毒的接触。
Les virus peuvent également infecter un individu par voie oculaire.	病毒还可以通过眼部传染。
Le 22 janvier 2020, un médecin s’est révélé être infecté au SARS-CoV-2 alors même qu’il portait un masque N95 ; le virus pourrait avoir pénétré son organisme par voie oculaire en raison d’une inflammation.	2020 年 1 月 22 日，一名医生在佩戴 N95 口罩的情况下感染 SARS-CoV-2；病毒可能是通过发炎的眼睛进入其体内的。
Par conséquent, les professionnels de santé doivent également porter des visières transparentes ou des lunettes de protection au contact des patients.	因此，医护人员在面对患者时也应该佩戴透明面罩或护目镜。
Pour les populations des régions affectées ou potentiellement affectées, il est fortement recommandé de se laver les mains avec du savon désinfectant plus souvent que d’ordinaire, de rester confiné au maximum et de limiter tout contact avec des personnes potentiellement infectées.	对于受疫情影响或潜在受疫情影响地区的公众，强烈建议所有人比平时更频繁地使用消毒肥皂洗手，尽量留在室内自我隔离，并限制与潜在感染者的接触。
Il est conseillé de maintenir une distance d’un mètre avec les malades.	三英尺被认为是人们保持远离患者的适当距离。
Ces mesures constituent des moyens efficaces de réduire le risque d’infection et de prévenir la propagation du virus.	这些措施是降低感染风险并防止病毒传播的有效方法。
Bien que le SARS-CoV-2 soit un nouveau virus pour l’Homme, son haut degré d’homologie avec le SARS-CoV, tel que rapporté le 7 janvier 2020, doit avoir placé la Chine en état d’alerte élevé après l’épidémie de SRAS en 2003.	尽管 SARS-CoV-2 是作为一种新型病毒闯入人类世界的，但基于对 2003 年 SARS 爆发的深刻记忆，2020 年 1 月 7 日报道的其与 SARS-CoV 的高度同源性原本应该引起中国的高度警觉。
Cependant, le 19 janvier 2020, le directeur du Centre de contrôle et de prévention des maladies de Wuhan rassurait la population en affirmant que le nouveau virus était peu contagieux, qu’il présentait une transmissibilité interhumaine limitée et qu’il ne serait pas difficile de prévenir et de contenir la maladie.	但是，直到 2020 年 1 月 19 日，武汉市疾病预防控制中心主任仍在安抚市民，表示这种新型病毒的传染性不强，人传人的可能性有限，而且疫情可防可控。
Ce message a entraîné un relâchement notable, en particulier à l’heure où le pays tout entier se préparait pour le Festival du printemps, et l’occasion critique de contenir la maladie à Wuhan a été manquée.	这则消息明显放松了公众的警惕，又值春节即将到来，将疫情遏制在武汉的关键节点就这样被错过了。
Les agences chinoises de contrôle des maladies doivent en tirer des leçons et prendre les mesures qui s’imposent.	中国的疾病控制机构可能会汲取这一沉痛的教训，并在未来做出重大改进。
