fr	zh
La pandémie de coronavirus de 2019-20 est une épidémie de maladie à coronavirus en cours depuis 2019 (COVID-19), provoquée par le syndrome respiratoire aigu sévère du coronavirus 2 (SARS-CoV-2).	2019-2020 冠状病毒疫情是持续蔓延的 2019 新型冠状病毒疾病 (COVID-19)，由严重急性呼吸综合征冠状病毒 2 型 (SARS-CoV-2) 引起。
Fin janvier, le gouvernement chinois a lancé une campagne radicale, plus tard décrite par le secrétaire général du Parti communiste chinois Xi Jinping comme une « guerre du peuple » pour endiguer la propagation du virus.	1 月下旬，中国政府发起了一场激进运动，后来，中共中央总书记习近平称这是一场遏制病毒传播的“人民战争”。
Il n’existe pas de vaccin contre la COVID-19, mais beaucoup d’organisations s’efforcent actuellement d’en développer un.	目前尚无 COVID-19 疫苗，但很多组织都在积极研发。
La pandémie a causé la plus importante interruption du calendrier sportif mondial depuis la Seconde Guerre mondiale.	这场大流行给世界体育日程造成了自第二次世界大战以来最严重的破坏。
D’après une étude menée par des chercheurs de Guangzhou, en Chine, le pangolin - un mammifère au long museau se nourrissant de fourmis, souvent utilisé en médecine traditionnelle chinoise - pourrait être l’hôte intermédiaire du SARS-CoV-2 si l’on en juge par l’homologie génétique à 99 % réalisée entre un coronavirus découvert chez les pangolins et le SARS-CoV-2.	根据一项研究，中国广州的研究人员认为，鉴于在穿山甲——一种长吻食蚁兽，经常用于中药——中发现的一种 CoV 与 SARS-CoV-2 具有 99% 的基因同源性，因此认为穿山甲是 SARS-CoV-2 的潜在中间宿主。
Taïwan, qui a produit dix millions de masques par jour depuis la mi-mars, a imposé le port du masque aux passagers de trains et de bus interurbains le 1er avril.	中国台湾自 3 月中旬以来的口罩日产量达 1,000 万只，4 月 1 日开始要求必须戴口罩乘坐火车和城际巴士。
William Schaffner de l’université Vanderbilt a déclaré : « Je pense qu’il est improbable que ce coronavirus—car il se transmet très facilement—disparaisse complètement » et qu’il « pourrait se transformer en maladie saisonnière, susceptible de réapparaitre chaque année ».	来自范德堡大学的 William Schaffner 表示：“这种冠状病毒传播性很强，我认为其不太可能完全消失”，“可能会演变成一种季节性疾病，每年爆发一次。”
Le 19 mars, l’Italie a dépassé la Chine en tant que pays comptabilisant le plus de décès liés au coronavirus dans le monde après avoir rapporté 3 405 morts dues à la pandémie.	3 月 19 日，意大利报告有 3,405 人死于这场大流行病，至此超过中国，成为全球新型冠状病毒死亡病例最多的国家。
Le 20 janvier, il était rapporté que des professionnels de santé avaient été infectés, suggérant que la transmission interhumaine était possible.	1 月 20 日，报告医护人员感染，提示可能存在人传人现象。
Sept jours plus tard, la séquence du coronavirus était dévoilée.	七天后，CoV 序列被公布。
L’OMS conseille aux gens d’éviter de se toucher les yeux, le nez, ou la bouche avec des mains non lavées.	世界卫生组织建议人们避免在未洗手的情况下触摸眼睛、鼻子或嘴巴。
Depuis, la maladie résultant de l’infection au SARS-CoV-2 a été baptisée maladie à coronavirus (COVID-19).	此后，由 SARS-CoV-2 感染引起的疾病被命名为冠状病毒疾病 (COVID-19)。
Des études ont révélé que tousser sans se protéger peut projeter des gouttelettes à une distance de 4,5 mètres (15 pieds) à 8,2 mètres (27 pieds).	研究发现，无遮挡咳嗽可能导致飞沫最远传播 4.5 米（15 英尺）-8.2 米（15-27 英尺）。
En réponse à l’application de restrictions de déplacement, Tedros a déclaré : « il n’y a aucune raison pour que des mesures interfèrent inutilement avec les voyages et les échanges commerciaux internationaux » et « l’OMS ne recommande pas de restreindre les échanges commerciaux et les déplacements ».	在回应实施旅行限制的问题上，谭德塞表示，“没有理由采取措施对国际旅行与贸易进行不必要的干预”，并且“世界贸易组织不建议限制贸易与流动”。
Évolution de la COVID-19 dans les pays de l’UE/l’EEE et au Royaume-Uni	EU/EEA 国家和英国的 COVID-19 趋势
Au 26 mars 2020, le nombre total de tests réalisés en Allemagne était inconnu, car seuls les résultats positifs sont déclarés.	截至 2020 年 3 月 26 日，在德国进行的总检测人数尚不知晓，因为只报告了检测结果为阳性的人数。
Certains pays d’Afrique ont également constaté une augmentation du sentiment anti-chinois.	一些非洲国家也出现了反华情绪上升现象。
Les corticostéroïdes et le tocilizumab, un anticorps monoclonal anti-IL6, ont été utilisés pour traiter les chocs cytokiniques.	皮质类固醇和托珠单抗——一种抗 IL6 单克隆抗体——已经被用于治疗细胞因子风暴。
où avez-vous mal dans la poitrine ?	您的胸的哪一个部位感到疼痛？
L’immunosuppression est essentielle dans le traitement des chocs cytokiniques, en particulier pour les cas graves.	免疫抑制在细胞因子风暴的治疗中至关重要，特别是在重症患者中。
La surveillance étendue utilisant le réseau RSC du RCGP-PHE pour l’épidémie naissante de COVID-19 a été établie rapidement.	已经快速建立了使用 RCGP RSC-PHE 网络对处于发展初期的 COVID-19 爆发进行扩展监测的方案。
Les hôtes réservoirs intermédiaires de certains HCoV sont également connus.	SARS-CoV-2在全球的感染人数超过百万
En Australie, la pandémie a offert une nouvelle opportunité aux daigous de vendre des produits australiens en Chine.	在澳大利亚，大流行为代购人员提供了向中国销售澳大利亚产品的新机会。
et vous avez des douleurs dans la poitrine	您现在出现胸痛症状
Certaines procédures médicales telles que l’intubation et la réanimation cardiopulmonaire (RCP) peuvent provoquer des sécrétions respiratoires qui sont pulvérisées et donc entraînent une propagation aérienne.	插管和心肺复苏 (CPR) 等医疗程序可能会使呼吸道分泌物雾化，进而造成空气传播。
Cependant, leur travail doit également être mis à jour selon les dernières Directives de diagnostic et de traitement du COVID-19 (essai septième version) et les études récentes.	不过，他们的提案也需要根据最新的《COVID-19 诊疗方案（试行第七版）》以及最近的研究进行更新。
Le 26 mars, 1,7 milliard de personnes dans le monde connaissaient une forme de confinement, un chiffre s’étant élevé à 2,6 milliards deux jours plus tard — environ un tiers de la population mondiale.	3 月 26 日，全球有 17 亿人处于某种形式的封锁状态，两天后这一数字增至 26 亿，约占全球人口的三分之一。
depuis combien ressentez-vous ces symptômes ?	这些症状已持续多长时间？
C’est parce qu’en dehors du corps humain, le virus est détruit par le savon ménager, qui rompt son enveloppe protectrice.	这是因为病毒在进入人体之前，只需使用家用肥皂即可破坏其保护囊膜，从而起到杀灭病毒的作用。
Selon Stephen Griffin, virologue à l’université de Leeds, « Porter un masque peut réduire la propension des gens à toucher leur visage, ce qui est une source importante d’infection en absence de bonne hygiène des mains. » L’utilisation des masques a également été préconisée à ceux qui s’occupent d’une personne potentiellement atteinte par la maladie.	利兹大学病毒学家 Stephen Griffin 认为:“戴口罩可减少人们摸脸的倾向，在手部卫生不到位的情况下，摸脸也是一大感染源”。此外，还建议负责照料疑似感染者的人员佩戴口罩。
Il a été établi que le SARS-CoV et le MERS-CoV provenaient des chauves-souris et qu’ils ont été transmis à l’Homme via les civettes et les camélidés, respectivement.	众所周知，SARS-CoV 和 MERS-CoV 都起源于蝙蝠，并分别通过果子狸和骆驼传播给人类。
De nombreux Coréens ont signé des pétitions appelant à la mise en accusation de Moon pour la mauvaise gestion de l’épidémie de la part du gouvernement ou au contraire louant sa réaction. La pandémie a permis aux pays d’adopter une législation d’urgence en réponse.	很多韩国人在请愿书上签字，有的呼吁弹劾文在寅，指责政府对疫情的处理不当，有的则赞扬他的应对策略。这场大流行促使很多国家通过了紧急立法作为应对。
Au cours des dernières décennies, sept HCoV ont été identifiés.	葡萄牙议会投票决定将国家紧急状态延长15天；投票以215票赞成、10票弃权和1票反对获得通过。
De nombreux événements liés au Nouvel An lunaire ont été annulés et beaucoup d’attractions touristiques ont été fermées pour éviter les rassemblements de masse, notamment la Cité interdite de Pékin et les foires du temple traditionnelles.	很多农历新年活动和旅游景点（包括北京故宫和传统庙会）一律取消和关闭，以防止大规模人群聚集。
